"Course_number","Course_name","Permanent_course_number","Credits","Teacher"
"1122_537814","人類與人工智能互動","MGMT30091","3.00","陳姵樺"
"1122_537815","高科技產品管理","MGMT30092","3.00","陳姵樺"
"1122_537816","新興科技創新管理","MGMT30032","3.00","陳詩欣"
"1122_537817","智慧財產權管理個案與實務","MGMT30036","3.00","陳詩欣、陳永平"
"1122_537818","企業管理","MGMT30008","3.00","林亭汝"
"1122_537819","科技策略管理決策研究","MGMT30048","3.00","陳詩欣"
"1122_537900","法務法遵實習(一)","LWLW30140","3.00","林志潔、金孟華"
"1122_537901","司法實習(一)","LWLW30245","3.00","林志潔、金孟華"
"1122_537903","美國專利法","LWLW30173","3.00","李界昇"
"1122_537904","國際商務仲裁實例演練","LWLW30064","3.00","陳在方、施明遠"
"1122_537906","碩士論文研究","LWLW30163","1.00","科法所"
"1122_537907","科技法律服務學習","LWLW30259","0.00","科法所"
"1122_537908","法學雜誌編輯","LWLW30128","2.00","郭詠華、賈文宇"
"1122_537909","司法實習(二)","LWLW30246","3.00","林志潔、金孟華"
"1122_537910","跨國商務交易與爭端解決","LWLW30221","2.00","陳在方、施明遠"
"1122_537911","企業金融法專題研究","LWLW30295","2.00","林建中"
"1122_537912","資訊法實案演練","LWLW30296","2.00","張文貞、待聘"
"1122_537914","美國憲法","LWLW30191","2.00","郭詠華"
"1122_537915","公共衛生法","LWLW30026","2.00","賈文宇"
"1122_537916","訴訟實務書狀撰寫","LWLW30208","3.00","金孟華、邱羽凡"
"1122_537917","專題討論 [Ⅱ]","LWLW30252","0.00","李界昇"
"1122_537918","科技法律服務學習","LWLW30259","0.00","科法所"
"1122_537919","法務法遵實習(二)","LWLW30141","3.00","林志潔、金孟華"
"1122_537920","國際商業交易法","LWLW30059","2.00","施明遠"
"1122_537921","智權法務實習","LWLW30301","3.00","李界昇"
"1122_537922","行政法","LWLW30206","3.00","賈文宇"
"1122_537923","環境法專題","LWLW30142","2.00","倪貴榮"
"1122_537924","國際商務仲裁模擬庭專題","LWLW30063","2.00","陳在方、施明遠"
"1122_539000","先進元件製造技術導論(二)","IIPS30017","1.00","李耀仁"
"1122_539001","積體電路技術(二)","IIPS30012","3.00","李耀仁"
"1122_539002","進階電子設計自動化","IIPS30021","3.00","林柏宏"
"1122_539003","論文研討","IIPS30019","0.00","冉曉雯、李耀仁、梁耕僑、林柏宏"
"1122_539004","射頻微電子工程","IIPS30022","3.00","待聘"
"1122_539005","前瞻CMOS製程整合工程","IIPS30011","3.00","林群雄"
"1122_539100","深度學習","IIAI30004","3.00","廖元甫"
"1122_539101","快閃記憶體與檔案系統","IIAI30011","3.00","陳碩漢、林緯"
"1122_539102","嵌入式作業系統","IIAI30008","3.00","陳碩漢"
"1122_539103","電腦視覺","IIAI30013","3.00","待聘"
"1122_539104","自然語言處理","IIAI30012","3.00","待聘"
"1122_539105","語言處理應用實踐","IIAI30014","3.00","待聘"
"1122_539106","網路安全","IIAI30015","3.00","待聘"
"1122_545450","個別研究","EEBM30003","1.00","生醫工所"
"1122_545451","書報討論A","EEBM30029","1.00","林子恩、許鉦宗"
"1122_545452","書報討論B","EEBM30030","1.00","江柏翰、陳稷康"
"1122_545453","書報討論C","EEBM30031","1.00","陳榮治、蕭子健"
"1122_545454","書報討論D","EEBM30032","1.00","陳冠宇、李博仁"
"1122_545455","神經微控技術","EEBM30022","3.00","江柏翰"
"1122_545456","生醫信號分析和模擬","EEBM30018","3.00","董蘭榮"
"1122_545457","生醫材料","EEBM30014","3.00","林子恩"
"1122_545458","醫學影像學","EEBM30027","3.00","葉伯壽、荊宇泰、祝志平"
"1122_545459","生醫感測暨腫瘤醫學特論","EEBM30010","3.00","陳榮治"
"1122_545460","生醫設計與實作","EEBM30012","3.00","陳冠宇"
"1122_545461","奈米生醫感測","EEBM30005","3.00","許鉦宗"
"1122_545462","生物晶片概論","EEBM30007","3.00","李博仁"
"1122_545463","生醫統計學","EEBM30015","3.00","陳稷康"
"1122_545464","論文研討","EEBM30023","0.00","孫家偉"
"1122_545465","機器學習中的線性代數","EEBM30033","3.00","待聘、蕭子健"
"1122_545466","神經彌補裝置","EEBM30021","3.00","蔡德明"
"1122_545500","博士學位論文研究","CSIC30028","1.00","資科工博"
"1122_545501","博士班書報討論","CSIC30029","0.00","林靖茹"
"1122_545600","博士學位論文研究","CSIC30028","1.00","資訊學院博"
"1122_547000","論文研討(博)","MGMS30087","1.00",NULL
"1122_547001","個別研究 (博)","MGMS30016","1.00","管科系"
"1122_547100","運輸與物流研究專題","MGTM30036","1.00","運管系"
"1122_547700","博士班論文研討A","MGIF30027","1.00","陳耀宗"
"1122_547701","博士班論文研討B","MGIF30028","0.00","陳耀宗"
"1122_547702","金融機構專題(博)","MGIF30081","3.00","林智勇"
"1122_547800","博士論文研究","MGMT30023","3.00",NULL
"1122_547900","法學研究方法專題","LWLW30125","2.00","林志潔、張文貞"
"1122_547901","博士論文研究","LWLW30047","1.00","陳鋕雄、賈文宇、陳在方"
"1122_557605","科學的歷程","MGIM30053","3.00","羅濟群"
"1122_557807","設計思考方法在科技創新管理研究之應用","MGMT30093","3.00","陳詩欣"
"1122_557901","著作權法專題","LWLW30203","2.00","蔡志宏"
"1122_557903","永續發展與ESG法制︰全球治理與國內實踐","LWLW30294","2.00","王自雄"
"1122_557904","生醫科技法律","LWLW30153","3.00","陳鋕雄、待聘、陳豐奇"
"1122_557905","數位經濟與反托拉斯法","LWLW30263","2.00","鄭歆儒"
"1122_557906","智慧財產法","LWLW30111","3.00","待聘"
"1122_557907","美國契約法","LWLW30185","3.00","倪貴榮、陳在方"
"1122_557908","出口管制與經濟制裁","LWLW30244","2.00","施明遠"
"1122_557910","生物醫學概論","LWLW30144","2.00","柯政昌、陳豐奇"
"1122_557911","美國刑法","LWLW30177","3.00","林志潔"
"1122_557912","民法物權","LWLW30121","3.00","陳在方"
"1122_557916","美國侵權法","LWLW30194","3.00","Robert Leflar"
"1122_557917","資訊隱私權法","LWLW30219","3.00","陳鋕雄、郭詠華"
"1122_557918","民法債編各論","LWLW30122","3.00","王漢威、邱羽凡"
"1122_557919","法律之經濟分析","LWLW30138","2.00","林欣吾"
"1122_557923","民事訴訟法(二)","LWLW30117","3.00","陳在方"
"1122_557927","專利撰寫申請與審查","LWLW30084","3.00","劉尚志、黃崧洺"
"1122_557929","刑事訴訟法(一)","LWLW30034","3.00","林志潔、金孟華"
"1122_557930","集體勞動法與裁決實務","LWLW30240","3.00","邱羽凡"
"1122_561000","知識融通：當代科技的健康效應","GECG10008","2.00","林基興"
"1122_561001","知識融通：當代科技的健康效應","GECG10008","2.00","林基興"
"1122_561002","老子導讀","GECG00090","2.00","王小滕"
"1122_561003","老子導讀","GECG00090","2.00","王小滕"
"1122_561004","老子導讀","GECG00090","2.00","王小滕"
"1122_561005","莊子導讀","GECG00063","2.00","王小滕"
"1122_561006","莊子導讀","GECG00063","2.00","王小滕"
"1122_561007","文學經典：詩經","GECG00019","2.00","王月秀"
"1122_561008","閱讀與寫作","GECG00047","2.00","王月秀"
"1122_561009","道德推理","GECG00070","2.00","王冠生"
"1122_561010","哲學概論","GECG00064","2.00","王冠生"
"1122_561011","大數據分析入門與實務研討","GECG10013","2.00","白姝玉"
"1122_561012","大數據分析入門與實務研討","GECG10013","2.00","白姝玉"
"1122_561013","音樂概論","GECG00050","2.00","宋育任"
"1122_561014","音樂概論","GECG00050","2.00","宋育任"
"1122_561015","音樂概論","GECG00050","2.00","宋育任"
"1122_561016","西洋歌劇史","GECG00040","2.00","宋育任"
"1122_561017","運動與健康","GECG00044","2.00","巫慧萍"
"1122_561018","禁樂：藝術，社會，與審查制度","GECG10019","2.00","李奉書"
"1122_561019","ESG永續企業發展與管理","GECG10026","2.00","李榮貴"
"1122_561020","營運管理","GECG10009","2.00","李榮貴"
"1122_561021","圖靈獎歷史","GECG10027","3.00","林一平"
"1122_561022","西洋古典音樂史","GECG10038","2.00","林伶美"
"1122_561023","戲劇音樂：人性","GECG00076","2.00","林伶美"
"1122_561024","交響曲發展史(從貝多芬到馬勒)","GECG00079","2.00","林伶美"
"1122_561025","聽見羅密歐與茱麗葉","GECG00077","2.00","林伶美"
"1122_561026","邊界與遷移","GECG00084","2.00","林淑芬"
"1122_561027","領導與統御","GECG00051","3.00","林紹胤"
"1122_561028","美國外交政策","GECG00073","2.00","邱奕宏"
"1122_561029","全球議題","GECG00055","2.00","邱奕宏"
"1122_561030","國際關係","GECG00007","2.00","邱奕宏"
"1122_561031","世界政治","GECG10028","2.00","邱奕宏"
"1122_561032","食品安全知多少","GECG00091","1.00","林怡君、黃雪莉、楊登傑、廖伯霖、黃書政、王鐘凰、陳禹銘"
"1122_561033","生命與生醫","GECG00031","2.00","林苕吟"
"1122_561034","愛情的法律學分","GECG10036","2.00","金孟華、林志潔"
"1122_561035","音樂理論導論","GECG00049","2.00","洪億津"
"1122_561036","社會學說之演進","GECG10035","2.00","洪鎌德"
"1122_561037","經典通識教育講座","GECG00037","2.00","胡正光、王美鴻"
"1122_561038","政治學","GECG00014","2.00","胡正光"
"1122_561039","政治學","GECG00015","3.00","胡正光"
"1122_561040","臺灣史","GECG00039","2.00","張文昌"
"1122_561041","中國與東亞文明史","GECG00001","2.00","張文昌"
"1122_561042","經濟學概論","GECG00069","3.00","梁婉麗"
"1122_561043","發展心理學","GECG00034","3.00","梁瓊惠"
"1122_561044","普通心理學","GECG00054","2.00","梁瓊惠"
"1122_561045","普通心理學","GECG00054","2.00","梁瓊惠"
"1122_561046","普通心理學","GECG00054","2.00","許鶯珠"
"1122_561047","普通心理學","GECG00054","2.00","羅仕宇"
"1122_561048","台灣地緣政治與亞洲科技聯盟研究","GECG10031","2.00","待聘"
"1122_561049","台灣地緣政治與歐美科技聯盟研究","GECG10032","2.00","待聘"
"1122_561050","俄羅斯歷史與文化","GECG00003","3.00","陳仁姮"
"1122_561051","歷史分析：世界史導論","GECG00028","2.00","陳仁姮"
"1122_561052","文學經典：俄國名著選讀","GECG00021","2.00","陳仁姮"
"1122_561053","控制科技與生活","GECG10037","2.00","陳永平"
"1122_561054","造型與繪圖","GECG00087","2.00","陳明璋"
"1122_561055","造型與繪圖","GECG00087","2.00","陳明璋"
"1122_561056","探索科學I：舊世界的科學","GECG00061","2.00","博佳佳"
"1122_561058","哲學概論","GECG00064","2.00","博佳佳"
"1122_561059","哲學概論","GECG00064","2.00","博佳佳"
"1122_561060","文學經典：現代文學選讀","GECG00023","2.00","彭明偉"
"1122_561061","數據與日常生活","GECG00065","2.00","彭松嶽"
"1122_561062","氣候變遷與永續發展","GECG10039","2.00","倪貴榮、李界昇、郭詠華"
"1122_561063","與社會心理學共舞","GECG00067","2.00","程千芳"
"1122_561064","優雅老化心理學","GECG00068","2.00","程千芳"
"1122_561066","社會學","GECG00035","2.00","黃國清"
"1122_561067","認同與文化","GECG00041","2.00","黃國清"
"1122_561068","書學與書道","GECG00027","2.00","黃漢昌"
"1122_561069","教育學概論","GECG00016","2.00","黃漢昌"
"1122_561070","日本文化論","GECG00025","2.00","楊永良"
"1122_561071","日本現勢","GECG00026","2.00","楊永良"
"1122_561072","電影與生活中的機器人科技","GECG00075","2.00","楊谷洋"
"1122_561073","文學經典：台灣文學","GECG00022","3.00","黃毓婷"
"1122_561074","生死學","GECG10034","2.00","待聘"
"1122_561075","網絡與情感：狂歡、仇恨與其他","GECG10029","2.00","葉蔭聰"
"1122_561076","憲政民主的臺灣實踐","GECG10011","2.00","賈文宇"
"1122_561077","霸權興衰史：從十五世紀至當代","GECG00048","2.00","劉河北"
"1122_561078","霸權興衰史：從十五世紀至當代","GECG00048","2.00","劉河北"
"1122_561079","從經典故事談學術研究倫理","GECG00082","2.00","潘璿安"
"1122_561080","腦科學看人文與社會","GECG10033","2.00","謝仁俊"
"1122_561082","傳播科技與媒體素養","GECG10007","2.00","陳延昇、吳泰毅"
"1122_561083","醫療人力資源與勞動權益","GECG10040","2.00","邱羽凡、王漢威"
"1122_561084","科技與醫療的人文關懷","GECG10030","2.00","程千芳、陳俞琪、王小滕、林士平、林承霈"
"1122_561085","生涯啟航：個人與職場的鏈結","GECG10042","3.00","盧郁安、陳延昇"
"1122_561086","藥學知多少","GECG00085","1.00","胡德民、林滿玉、康照洲、姜紹青、陳謄州、許銘能、楊思源、石博文"
"1122_561087","探索科學II：從前現代到現代科學","GECG00013","2.00","博佳佳"
"1122_561500","科技與社會","GEGE00008","2.00","陳永平、陳詩欣、施明遠、顧彩璇、張佳智、魏群樹"
"1122_561501","交通安全與生命教育","GEGE00001","2.00","吳宗修"
"1122_561502","科技與電影","GEGE00015","2.00","郭嘉真"
"1122_562000","學術英文聽力與討論","GELT00020","2.00","林律君"
"1122_562001","學術英文聽力與討論","GELT00020","2.00","鄭維容"
"1122_562003","學術英文聽力與討論","GELT00020","2.00","李麥德"
"1122_562004","學術英文聽力與討論","GELT00020","2.00","李麥德"
"1122_562005","學術英文聽力與討論","GELT00020","2.00","李麥德"
"1122_562006","學術英文聽力與討論","GELT00020","2.00","楊芳盈"
"1122_562007","學術英文聽力與寫作","GELT00021","2.00","闕郁軒"
"1122_562008","學術英文聽力與寫作","GELT00021","2.00","闕郁軒"
"1122_562009","學術英文聽力與寫作","GELT00021","2.00","闕郁軒"
"1122_562010","學術英文聽力與寫作","GELT00021","2.00","彭怡婷"
"1122_562011","學術英文閱讀與討論","GELT00022","2.00","吳宇晴"
"1122_562012","學術英文閱讀與討論","GELT00022","2.00","吳宇晴"
"1122_562013","學術英文閱讀與討論","GELT00022","2.00","張月菁"
"1122_562014","學術英文閱讀與討論","GELT00022","2.00","林玉書"
"1122_562015","學術英文閱讀與討論","GELT00022","2.00","林玉書"
"1122_562016","學術英文閱讀與討論","GELT00022","2.00","張月菁"
"1122_562017","學術英文閱讀與討論","GELT00022","2.00","吳宇晴"
"1122_562018","學術英文閱讀與寫作","GELT00023","2.00","林玉書"
"1122_562019","學術英文閱讀與寫作","GELT00023","2.00","林曉薇"
"1122_562020","學術英文閱讀與寫作","GELT00023","2.00","林曉薇"
"1122_562021","學術英文閱讀與寫作","GELT00023","2.00","黃佩如"
"1122_562022","學術英文閱讀與寫作","GELT00023","2.00","黃佩如"
"1122_562023","學術英文閱讀與寫作","GELT00023","2.00","陳亞玲"
"1122_562024","學術英文閱讀與寫作","GELT00023","2.00","林玉書"
"1122_562025","學術英文口語發表","GELT00024","2.00","李麥德"
"1122_562026","學術英文口語發表","GELT00024","2.00","吳思葦"
"1122_562027","學術英文口語發表","GELT00024","2.00","吳思葦"
"1122_562028","學術英文口語發表","GELT00024","2.00","吳思葦"
"1122_562029","學術英文口語溝通","GELT00025","2.00","鄺粵敏"
"1122_562030","學術英文口語溝通","GELT00025","2.00","鄺粵敏"
"1122_562031","學術線上英文會議簡報","GELT00026","2.00","秦毓婷"
"1122_562032","學術線上英文會議簡報","GELT00026","2.00","秦毓婷"
"1122_562033","學術英文寫作","GELT00014","2.00","楊芳盈"
"1122_562035","科技英文","GELT20026","2.00","李麥德"
"1122_562036","護理英文","GELT00029","2.00","葉修文"
"1122_562037","商用英文","GELT20006","2.00","陳亞玲"
"1122_562038","商用英文","GELT20006","2.00","鄺粵敏"
"1122_562039","新聞英語","GELT20012","2.00","秦毓婷"
"1122_562040","新聞英語","GELT20012","2.00","秦毓婷"
"1122_562041","國際現勢討論","GELT20007","2.00","李麥德"
"1122_562042","國際現勢討論","GELT20007","2.00","李麥德"
"1122_562043","旅遊英文","GELT20013","2.00","鄺粵敏"
"1122_562044","旅遊英文","GELT20013","2.00","吳舜華"
"1122_562045","旅遊英文","GELT20013","2.00","彭怡婷"
"1122_562046","旅遊英文","GELT20013","2.00","彭怡婷"
"1122_562047","英文跨文化溝通","GELT00027","2.00","吳舜華"
"1122_562048","英文跨文化溝通","GELT00027","2.00","吳舜華"
"1122_562049","正向幸福心理學的英文課","GELT20021","2.00","孫于智"
"1122_562050","職場英文","GELT00007","2.00","陳亞玲"
"1122_562051","職場英文","GELT00007","2.00","陳亞玲"
"1122_562052","讀小說學英文","GELT00009","2.00","郭詩芝"
"1122_562053","讀小說學英文","GELT00009","2.00","吳宇晴"
"1122_562054","國際禮儀英文","GELT00017","2.00","郭詩芝"
"1122_562055","國際禮儀英文","GELT00017","2.00","郭詩芝"
"1122_562056","留學英文","GELT00011","2.00","林麗美"
"1122_562057","留學英文","GELT00011","2.00","林麗美"
"1122_562058","職場英文寫作","GELT00013","2.00","秦毓婷"
"1122_562059","職場英文寫作","GELT00013","2.00","吳思葦"
"1122_562060","日文(一)","GELT10008","2.00","陳曉貞"
"1122_562061","日文(一)","GELT10008","2.00","洪淑娟"
"1122_562062","日文(一)","GELT10008","2.00","賴薇如"
"1122_562063","日文(一)","GELT10008","2.00","周雅玲"
"1122_562064","日文(一)","GELT10008","2.00","待聘"
"1122_562065","日文(一)","GELT10008","2.00","馮秋玉"
"1122_562066","日文(一)","GELT10008","2.00","賴郁芳"
"1122_562067","日文(一)","GELT10008","2.00","待聘"
"1122_562068","日文(二)","GELT10009","2.00","陳曉貞"
"1122_562069","日文(二)","GELT10009","2.00","賴郁芳"
"1122_562070","日文(二)","GELT10009","2.00","李蕙如"
"1122_562071","日文(二)","GELT10009","2.00","陳曉貞"
"1122_562072","日文(二)","GELT10009","2.00","待聘"
"1122_562073","日文(二)","GELT10009","2.00","待聘"
"1122_562074","日文(二)","GELT10009","2.00","馮秋玉"
"1122_562075","日文(三)","GELT20014","2.00","賴郁芳"
"1122_562076","日文(三)","GELT20014","2.00","上條純惠"
"1122_562077","日文(三)","GELT20014","2.00","上條純惠"
"1122_562078","日文(四)","GELT20017","2.00","李蕙如"
"1122_562079","日文(四)","GELT20017","2.00","周雅玲"
"1122_562080","日文(四)","GELT20017","2.00","賴郁芳"
"1122_562081","日文(五)","GELT20016","2.00","賴薇如"
"1122_562082","日文(五)","GELT20016","2.00","待聘"
"1122_562083","日文(六)","GELT20015","2.00","馮秋玉"
"1122_562084","旅遊日語會話(下)","GELT00019","2.00","洪淑娟"
"1122_562085","韓文(一)","GELT10014","2.00","安宣映"
"1122_562086","韓文(一)","GELT10014","2.00","李相美"
"1122_562087","韓文(二)","GELT10015","2.00","安宣映"
"1122_562088","韓文(二)","GELT10015","2.00","李相美"
"1122_562089","韓文(三)","GELT20039","2.00","安宣映"
"1122_562090","德文(一)","GELT10006","2.00","張敏敏"
"1122_562091","德文(一)","GELT10006","2.00","周玉蕙"
"1122_562092","德文(二)","GELT10007","2.00","汪錫麟"
"1122_562093","德文(三)","GELT20010","2.00","汪錫麟"
"1122_562094","德文(四)","GELT20011","2.00","周玉蕙"
"1122_562095","西班牙文(一)","GELT10012","2.00","馮志宇"
"1122_562096","西班牙文(一)","GELT10012","2.00","馮志宇"
"1122_562097","西班牙文(一)","GELT10012","2.00","李忍堅"
"1122_562098","西班牙文(二)","GELT10013","2.00","馮志宇"
"1122_562099","西班牙文(三)","GELT20030","2.00","李忍堅"
"1122_562100","法文(一)","GELT10010","2.00","潘怡君"
"1122_562101","法文(一)","GELT10010","2.00","潘怡君"
"1122_562102","法文(一)","GELT10010","2.00","張玉蕙"
"1122_562103","法文(二)","GELT10011","2.00","潘怡君"
"1122_562104","法文(五)","GELT20024","2.00","張玉蕙"
"1122_562105","中級日語會話","GELT20001","2.00","上條純惠"
"1122_562106","日語辯論溝通演習","GELT20020","2.00","上條純惠"
"1122_563000","大一體育","GEPE00001","0.00","詹富鈞"
"1122_563001","大一體育","GEPE00001","0.00","江竹偉"
"1122_563002","大一體育","GEPE00001","0.00","陳奐杰"
"1122_563003","大一體育","GEPE00001","0.00","江竹偉"
"1122_563004","大一體育","GEPE00001","0.00","張振興"
"1122_563005","大一體育","GEPE00001","0.00","張祐華"
"1122_563006","大一體育","GEPE00001","0.00","詹富鈞"
"1122_563007","大一體育","GEPE00001","0.00","李建毅"
"1122_563008","大一體育","GEPE00001","0.00","巫慧萍"
"1122_563009","大一體育","GEPE00001","0.00","陳玫伶"
"1122_563010","大一體育","GEPE00001","0.00","伍啟萌"
"1122_563011","大一體育","GEPE00001","0.00","江竹偉"
"1122_563012","大一體育","GEPE00001","0.00","李建毅"
"1122_563013","大一體育","GEPE00001","0.00","江竹偉"
"1122_563014","大一體育","GEPE00001","0.00","留鼎淙"
"1122_563015","大一體育","GEPE00001","0.00","詹富鈞"
"1122_563016","大一體育","GEPE00001","0.00","陳玫伶"
"1122_563017","大一體育","GEPE00001","0.00","陳忠強"
"1122_563018","大一體育","GEPE00001","0.00","張祐華"
"1122_563019","大一體育","GEPE00001","0.00","陳奐杰"
"1122_563020","大一體育","GEPE00001","0.00","詹富鈞"
"1122_563021","大一體育","GEPE00001","0.00","留鼎淙"
"1122_563022","大一體育","GEPE00001","0.00","陳忠強"
"1122_563023","大一體育","GEPE00001","0.00","江竹偉"
"1122_563024","大一體育","GEPE00001","0.00","張祐華"
"1122_563025","大一體育","GEPE00001","0.00","張振興"
"1122_563026","大一體育","GEPE00001","0.00","陳玫伶"
"1122_563027","大一體育","GEPE00001","0.00","詹富鈞"
"1122_563028","大一體育","GEPE00001","0.00","張振興"
"1122_563029","大一體育","GEPE00001","0.00","陳玫伶"
"1122_563030","大一體育","GEPE00001","0.00","留鼎淙"
"1122_563031","體育－籃球甲","GEPE10023","0.00","陳忠強"
"1122_563032","體育－排球甲","GEPE10046","0.00","張振興"
"1122_563033","皮拉提斯","GEPE10068","0.00","徐采彤"
"1122_563034","體育－棒球甲","GEPE10060","0.00","黃杉楹"
"1122_563035","體育－網球甲","GEPE10050","0.00","詹益欣"
"1122_563036","桌球","GEPE10005","0.00","游鳳芸"
"1122_563037","體育－羽球甲A","GEPE10056","0.00","廖威彰"
"1122_563038","羽球甲B","GEPE10072","0.00","王志全"
"1122_563039","健走與慢跑","GEPE10069","0.00","江竹偉"
"1122_563040","體育－游泳初學乙","GEPE10022","0.00","林國威"
"1122_563041","體育－游泳初學甲","GEPE10021","0.00","林國威"
"1122_563042","體育－籃球甲","GEPE10023","0.00","陳忠強"
"1122_563043","體育－排球甲","GEPE10046","0.00","張振興"
"1122_563044","大一體育","GEPE00001","0.00",NULL
"1122_563045","體育－棒球甲","GEPE10060","0.00","黃杉楹"
"1122_563046","體育－網球甲","GEPE10050","0.00","詹益欣"
"1122_563047","桌球","GEPE10005","0.00","游鳳芸"
"1122_563048","體育－羽球甲A","GEPE10056","0.00","廖威彰"
"1122_563049","羽球甲B","GEPE10072","0.00","王志全"
"1122_563050","體育－籃球乙","GEPE10025","0.00","鄭智仁"
"1122_563051","體育－排球乙","GEPE10047","0.00","李建毅"
"1122_563052","體育－足球乙","GEPE10055","0.00","張生平"
"1122_563053","體育－壘球甲","GEPE10061","0.00","黃杉楹"
"1122_563054","體育－網球乙Ａ","GEPE10052","0.00","伍啟萌"
"1122_563055","體育－網球乙Ｂ","GEPE10053","0.00","詹益欣"
"1122_563056","體育－高爾夫球甲","GEPE10065","0.00","陳忠強"
"1122_563057","體育－羽球乙A","GEPE10058","0.00","廖威彰"
"1122_563058","體育－羽球乙B","GEPE10059","0.00","王志全"
"1122_563059","游泳","GEPE10006","0.00","徐國陽"
"1122_563060","體育－籃球乙","GEPE10025","0.00","鄭智仁"
"1122_563061","體育－排球乙","GEPE10047","0.00","李建毅"
"1122_563062","體育－足球乙","GEPE10055","0.00","張生平"
"1122_563063","體育－壘球甲","GEPE10061","0.00","黃杉楹"
"1122_563064","體育－網球乙","GEPE10051","0.00","詹益欣"
"1122_563065","體育－羽球乙","GEPE10057","0.00","廖威彰"
"1122_563066","游泳","GEPE10006","0.00","徐國陽"
"1122_563067","體育－高爾夫球乙","GEPE10066","0.00","陳忠強"
"1122_563068","體育－網球甲","GEPE10050","0.00","伍啟萌"
"1122_563069","體育－網球乙","GEPE10051","0.00","伍啟萌"
"1122_563070","體育－有氧舞蹈甲","GEPE10014","0.00","巫慧萍"
"1122_563071","體育－壘球甲","GEPE10061","0.00","黃杉楹"
"1122_563072","體育－健康體能與肌力訓練甲","GEPE10034","0.00","廖威彰"
"1122_563073","體育－網球丙","GEPE10049","0.00","伍啟萌"
"1122_563074","體育－籃球甲","GEPE10023","0.00","鄭智仁"
"1122_563075","體育－壘球乙","GEPE10062","0.00","黃杉楹"
"1122_563076","羽球","GEPE10009","0.00","王志全"
"1122_563077","體育－網球丁","GEPE10048","0.00","伍啟萌"
"1122_563078","體育－有氧舞蹈乙","GEPE10015","0.00","巫慧萍"
"1122_563079","體育－桌球甲","GEPE10026","0.00","游鳳芸"
"1122_563080","體育－桌球乙","GEPE10027","0.00","游鳳芸"
"1122_563081","體育－女生網球","GEPE10043","0.00","伍啟萌"
"1122_563082","體育－女生羽球","GEPE10044","0.00","王志全"
"1122_563083","體育－女生排球甲","GEPE10041","0.00","李建毅"
"1122_563084","體育－女生排球乙","GEPE10042","0.00","李建毅"
"1122_563085","女生基礎律動","GEPE10070","0.00","巫慧萍"
"1122_563086","體育－女生瑜伽","GEPE10040","0.00","巫慧萍"
"1122_563087","體育－女生桌球甲","GEPE10038","0.00","游鳳芸"
"1122_563088","體育－女生桌球乙","GEPE10039","0.00","游鳳芸"
"1122_563089","體育－女生籃球","GEPE10037","0.00","鄭智仁"
"1122_563090","體育－養生太極甲","GEPE10016","0.00","徐采彤"
"1122_563091","體育－養生太極乙","GEPE10017","0.00","徐采彤"
"1122_563092","體育－游泳","GEPE10020","0.00","林國威"
"1122_563093","體育－MV熱舞","GEPE10028","0.00","林怡君"
"1122_563094","體育－健康體適能甲","GEPE10032","0.00","林怡君"
"1122_563095","體育－健康體適能乙","GEPE10033","0.00","張振興"
"1122_563096","體育－健康體能與肌力訓練乙","GEPE10035","0.00","廖威彰"
"1122_563097","體育－瑜珈","GEPE10029","0.00","巫慧萍"
"1122_563098","體育－健康體適能丙","GEPE10031","0.00","江竹偉"
"1122_563099","體育－國術甲","GEPE10018","0.00","徐采彤"
"1122_563100","體育－國術乙","GEPE10019","0.00","徐采彤"
"1122_563101","體育－健康體適能丁","GEPE10030","0.00","鄭智仁"
"1122_563102","體育－適應體育","GEPE10036","0.00","詹益欣"
"1122_563103","體育－籃球校隊(男)","GEPE20008","0.00","陳忠強"
"1122_563104","體育－排球校隊(男)","GEPE20011","0.00","張振興"
"1122_563105","體育－足球校隊(男)","GEPE20015","0.00","體育室C"
"1122_563106","體育－棒球校隊(男)","GEPE20018","0.00","黃杉楹"
"1122_563107","體育－網球校隊(男)","GEPE20013","0.00","詹益欣"
"1122_563108","體育－羽球校隊(男)","GEPE20016","0.00","王志全"
"1122_563109","體育－桌球校隊(男)","GEPE20010","0.00","游鳳芸"
"1122_563110","體育－田徑校隊","GEPE20006","0.00","江竹偉"
"1122_563111","體育－射箭校隊","GEPE20005","0.00","體育室C"
"1122_563112","體育－游泳校隊","GEPE20007","0.00","巫慧萍"
"1122_563113","體育－籃球校隊(女)","GEPE20009","0.00","鄭智仁"
"1122_563114","體育－排球校隊(女)","GEPE20012","0.00","李建毅"
"1122_563115","體育－網球校隊(女)","GEPE20014","0.00","伍啟萌"
"1122_563116","體育－羽球校隊(女)","GEPE20017","0.00","廖威彰"
"1122_563117","競技羽球(一)","GEPE20004","1.00","王志全"
"1122_563118","競技籃球(一)","GEPE20001","1.00","鄭智仁"
"1122_563119","競技網球(一)","GEPE20003","1.00","詹益欣"
"1122_563120","競技排球(一)","GEPE20002","1.00","張振興"
"1122_563121","大一體育","GEPE00001","0.00","張祐華"
"1122_563122","大一體育","GEPE00001","0.00","魏豐閔"
"1122_563123","大一體育","GEPE00001","0.00","林昭光"
"1122_563124","大一體育","GEPE00001","0.00","藍于青"
"1122_563125","大一體育","GEPE00001","0.00","藍于青"
"1122_563126","大一體育","GEPE00001","0.00","藍于青"
